date,air_temp,air_temp_avg,wind_speed_10ft,wind_dir_10ft
2016.885597,3.27,3.34,3.84,314.40
2016.885616,3.18,3.27,6.32,329.30
2016.885635,2.87,3.03,4.64,333.60
2016.885654,2.92,2.86,4.21,261.30
2016.885673,2.98,2.91,5.41,331.50
2016.885692,2.97,2.97,3.39,340.50
2016.885711,3.23,3.14,2.08,230.20
2016.88573,3.12,3.20,2.06,292.80
2016.885749,3.10,3.13,3.31,298.35
2016.885768,3.08,3.05,4.56,303.90
2016.885787,3.04,3.07,2.35,317.70
2016.885806,2.95,3.05,1.81,331.40
2016.885825,3.08,3.06,4.20,291.30
2016.885844,3.08,3.05,4.09,283.20
2016.885863,3.31,3.17,4.06,305.80
2016.885882,3.29,3.32,4.39,352.40
2016.885901,3.37,3.39,4.55,302.40
2016.885919,3.42,3.40,6.47,347.50
2016.885938,3.46,3.38,3.21,344.90
2016.885957,3.36,3.41,3.78,270.60
2016.885976,3.39,3.40,2.30,295.70
2016.885995,3.29,3.32,4.80,281.40
2016.886014,3.21,3.26,-9999.00,335.20
2016.886033,3.20,3.24,3.23,294.50
2016.886052,3.25,3.20,1.77,260.90
2016.886071,3.23,3.17,2.43,264.25
2016.88609,3.22,3.15,3.09,267.60
2016.886109,3.30,3.26,2.44,291.00
2016.886128,3.15,3.19,1.41,42.74
2016.886147,3.23,3.17,3.62,307.20
2016.886166,3.30,3.21,-9999.00,294.30
2016.886185,3.37,3.26,3.07,280.60
2016.886204,3.30,3.29,1.50,273.20
2016.886223,3.25,3.27,2.35,280.70
2016.886242,3.21,3.24,3.20,288.20
2016.886261,3.32,3.33,1.73,233.80
2016.88628,3.27,3.30,1.62,307.20
2016.886299,3.09,3.18,1.99,259.50
2016.886318,3.09,3.08,2.29,314.20
2016.886337,3.18,3.12,1.04,275.70
2016.886356,3.63,3.55,2.37,299.50
2016.886375,4.08,3.91,1.13,295.90
2016.886394,4.03,4.07,2.54,0.38
2016.886413,3.70,3.84,3.71,282.90
2016.886432,3.55,3.64,3.50,263.25
2016.886451,3.40,3.43,3.29,243.60
2016.88647,3.11,3.19,1.96,307.30
2016.886489,2.96,2.96,1.94,251.20
2016.886508,2.94,2.91,1.18,281.40
2016.886527,3.26,3.12,3.02,265.50
2016.886546,3.02,3.14,1.83,262.60
2016.886565,3.02,3.04,2.74,266.30
2016.886584,2.96,2.96,2.74,269.90
2016.886603,2.89,2.91,3.66,277.40
2016.886622,2.85,2.85,2.61,314.80
2016.88664,2.87,2.96,1.64,293.60
2016.886659,2.85,2.90,1.92,286.65
2016.886678,2.82,2.83,2.20,279.70
2016.886697,2.90,2.86,2.16,299.60
2016.886716,2.88,2.90,3.24,306.70
2016.886735,2.68,2.81,2.56,274.40
2016.886754,2.82,2.75,2.44,305.50
2016.886773,2.88,2.77,2.82,293.20
2016.886792,2.96,2.97,3.83,312.40
2016.886811,2.99,3.03,1.98,324.10
2016.886773,2.85,2.90,1.66,320.45
2016.886849,2.71,2.78,1.34,316.80
2016.886868,2.71,2.69,1.68,300.70
2016.886887,2.70,2.68,1.66,264.10
2016.886906,2.63,2.58,1.45,271.05
2016.886925,2.55,2.49,1.24,278.00
2016.886944,2.46,2.39,1.44,314.40
2016.886963,2.56,2.59,0.60,298.20
2016.886982,3.76,3.22,0.79,280.00
2016.887001,3.42,3.10,0.96,276.15
2016.88702,3.08,2.99,1.12,272.30
2016.887039,3.54,3.18,1.12,278.70
2016.887058,3.78,3.72,1.61,255.40
2016.887077,3.79,3.79,1.77,255.90
2016.887096,3.81,3.86,1.93,256.40
2016.887115,4.10,3.91,1.80,273.90
2016.887134,4.75,4.49,1.05,277.90
2016.88721,4.57,4.50,0.92,301.80
2016.887172,4.38,4.50,0.78,325.70
2016.887191,4.66,4.57,3.12,296.20
2016.88721,4.71,4.62,1.30,294.10
2016.887229,5.27,5.08,0.67,249.00
2016.887248,5.28,5.35,2.13,312.20
2016.887267,5.49,5.36,2.29,288.70
2016.887286,5.45,5.38,2.59,340.30
2016.887305,5.68,5.31,1.85,269.80
2016.887324,6.11,5.82,-9999.00,332.10
2016.887343,5.55,5.81,3.26,324.80
2016.887361,5.28,5.46,2.54,273.30
2016.88738,5.03,5.12,4.32,277.80
2016.887399,5.52,5.40,4.02,307.40
2016.887418,5.05,5.28,2.01,326.50
2016.887437,6.09,5.53,2.41,303.40
2016.887456,6.21,6.04,4.31,335.70
2016.887475,5.68,5.88,2.68,1.21
2016.887494,5.77,5.76,3.62,8.88
2016.887513,5.77,5.69,1.70,302.10
2016.887532,5.66,5.82,4.02,338.20
2016.887551,5.88,5.94,4.41,312.40
2016.88757,6.11,6.06,4.79,286.60
2016.887589,6.00,6.08,2.47,284.70
2016.887608,5.66,5.82,0.73,299.10
2016.88757,5.65,5.82,1.05,293.55
2016.887646,5.63,5.82,1.38,288.00
2016.887665,5.54,5.67,2.18,319.40
2016.887684,5.51,5.49,4.13,324.10
2016.887703,5.54,5.62,2.61,329.35
2016.887722,5.57,5.76,1.10,334.60
2016.887741,5.38,5.47,2.19,267.50
2016.88776,5.08,5.19,3.52,330.80
2016.887779,5.04,5.12,2.76,289.20
2016.887798,5.00,5.05,2.00,247.60
2016.887817,4.96,4.90,1.36,260.30
2016.887836,4.94,4.89,2.38,290.70
2016.887855,4.70,4.85,2.30,259.10
2016.887874,4.39,4.61,1.86,274.30
2016.887893,4.18,4.11,2.35,259.20
2016.887912,4.30,4.30,2.01,261.80
2016.887931,4.32,4.29,2.38,340.50
2016.88795,4.27,4.30,2.20,284.40
2016.887969,4.33,4.33,1.20,256.90
2016.887988,4.23,4.27,1.13,335.90
2016.888007,4.11,4.21,4.16,296.60
2016.888026,4.06,3.97,4.96,302.20
2016.888045,3.99,4.05,0.94,334.50
2016.888064,3.56,3.71,1.31,293.40
2016.888082,3.71,3.63,2.62,301.80
2016.888101,3.76,3.71,1.88,275.30
2016.88812,3.94,3.86,3.05,303.90
2016.888139,4.28,4.19,2.28,254.30
2016.888158,4.16,3.98,2.46,272.15
2016.888177,4.05,3.77,2.64,290.00
2016.888196,4.21,4.17,3.33,296.90
2016.888215,4.29,4.27,2.21,317.50
2016.888234,4.37,4.34,5.51,306.40
2016.888253,3.82,4.22,4.96,283.80
2016.888272,3.97,3.88,5.26,277.90
2016.888291,3.93,4.01,6.57,267.20
2016.88831,3.35,3.53,5.17,312.20
2016.888329,3.61,3.56,2.84,327.30
2016.888348,3.65,3.62,6.27,327.00
2016.888367,3.53,3.61,4.32,303.90
2016.888386,3.27,3.45,5.35,339.30
2016.888405,3.03,3.18,4.49,301.20
2016.888424,2.34,2.75,3.30,281.90
2016.888443,1.52,1.91,4.26,296.00
2016.888462,0.69,1.06,4.56,302.30
2016.888481,0.54,0.71,3.38,294.55
2016.8885,0.38,0.36,2.20,286.80
2016.888519,0.39,0.41,4.51,275.00
2016.888538,0.50,0.44,0.74,249.00
2016.888557,0.45,0.45,2.45,261.90
2016.888576,0.34,0.37,1.11,311.40
2016.888595,0.18,0.26,3.53,275.00
2016.888614,0.06,0.11,1.24,320.00
2016.88869,-0.05,0.00,2.12,296.90
2016.888652,-0.16,-0.10,3.00,273.80
2016.888671,-0.15,-0.14,2.51,313.10
2016.88869,-0.09,-0.12,3.89,274.90
2016.888709,-0.05,-0.06,3.67,285.10
2016.888728,-0.02,0.01,3.44,295.30
2016.888747,0.03,0.01,3.47,318.50
2016.888766,0.19,0.13,3.38,297.50
2016.888785,0.23,0.21,3.72,297.80
2016.888804,0.18,0.20,4.14,308.60
2016.888822,0.15,0.16,2.89,309.70
2016.888841,0.16,0.16,2.41,290.80
2016.88886,0.24,0.20,2.87,323.90
2016.888879,0.17,0.20,3.40,298.70
2016.888898,0.18,0.19,3.52,291.20
2016.888917,0.21,0.22,4.42,293.00
2016.888936,0.25,0.25,5.33,294.80
2016.888955,0.28,0.27,5.04,336.40
2016.888974,0.26,0.28,3.82,251.90
2016.888993,0.21,0.24,2.51,336.90
2016.889012,0.20,0.20,6.33,353.30
2016.889031,0.25,0.21,0.68,284.20
2016.88905,0.22,0.21,1.59,281.45
2016.889069,0.20,0.21,2.50,278.70
2016.889088,0.17,0.20,2.41,311.40
2016.889107,0.14,0.16,1.79,312.90
2016.889126,0.14,0.14,3.77,7.42
2016.889145,0.23,0.21,3.10,285.90
2016.889164,0.15,0.19,3.02,295.10
2016.889183,0.10,0.12,1.62,295.40
2016.889202,0.07,0.08,3.43,300.30
2016.889221,0.14,0.10,2.49,309.00
2016.88924,0.06,0.11,5.00,306.90
2016.889259,-0.13,-0.04,6.45,304.00
2016.889278,-0.34,-0.22,4.12,289.60
2016.889297,-0.22,-0.31,3.95,310.30
2016.889316,-0.25,-0.23,4.81,321.30
2016.889278,-0.22,-0.22,4.39,292.70
2016.889354,-0.18,-0.20,3.96,264.10
2016.889373,-0.20,-0.19,6.09,285.70
2016.889392,-0.28,-0.26,2.09,318.90
2016.889411,-0.22,-0.20,3.11,317.00
2016.88943,-0.16,-0.15,4.14,315.10
2016.889449,-0.12,-0.12,4.36,344.70
2016.889468,-0.14,-0.12,2.42,257.40
2016.889487,-0.18,-0.17,2.89,297.60
2016.889506,-0.16,-0.22,3.15,268.00
2016.889525,-0.30,-0.25,4.01,316.60
2016.8896,-0.27,-0.25,2.28,273.55
2016.889562,-0.24,-0.25,0.55,230.50
2016.889581,-0.19,-0.23,3.34,295.20
2016.8896,-0.14,-0.19,1.79,260.30
2016.889619,-0.21,-0.22,2.81,273.10
2016.889638,-0.18,-0.20,3.20,297.70
2016.889657,-0.14,-0.17,3.04,313.40
2016.889676,-0.24,-0.16,3.84,276.20
2016.889695,-0.29,-0.28,3.08,289.30
2016.889714,-0.27,-0.26,5.66,298.10
2016.889733,-0.25,-0.26,5.19,308.15
2016.889752,-0.23,-0.25,4.71,318.20
2016.889771,-0.16,-0.20,4.94,303.20
2016.88979,-0.15,-0.15,3.28,334.00
2016.889809,0.03,-0.05,3.90,303.90
2016.889828,-0.10,0.00,3.57,307.80
2016.889847,0.02,-0.04,1.87,352.10
2016.889866,0.01,-0.03,2.15,315.90
2016.889885,-0.01,-0.02,2.42,279.70
2016.889904,-0.02,-0.01,4.80,320.00
2016.889923,-0.14,-0.08,1.15,275.80
2016.889942,-0.03,-0.02,2.73,286.70
2016.889961,0.09,0.03,4.32,297.60
2016.88998,0.34,0.24,4.36,299.80
2016.889999,0.18,0.31,4.82,6.00
2016.889961,0.10,0.17,3.92,161.85
2016.890037,0.01,0.03,3.02,317.70
2016.890056,-0.07,-0.02,3.35,295.10
2016.890075,-0.02,-0.04,1.59,292.30
2016.890094,0.04,-0.02,2.32,301.20
2016.890113,0.12,0.07,3.64,294.00
2016.890132,0.35,0.22,2.95,306.50
